序號,補習班名稱,稽查日期,班址,違規情形,處理情形,發文日期,發文字號
1,新竹縣私立育仁文理短期補習班,2020-12-16,新竹縣竹北市復興三路一段193號、195號1樓,建管安全查核部分:請儘速辦理建築物公共安全檢查簽證及申報。行政安全查核部分:(一)立案證書未懸掛於明顯處，請補正。(二)收費收據退費規定宜更新。(三)未使用定型化契約，請補正。(四)未置性騷擾防治措施，請補件。,限期改善件次,2021-02-02,府教社字第1103711026號
2,新竹縣私立黃羽文理短期補習班,2020-12-16,新竹縣竹北市莊敬六街167號1樓,"建管安全查核部分:請立即補辦建築物公共安全檢查簽證及 申報。",限期改善件次,2021-02-02,府教社字第1103711028號
3,新竹縣私立孜縈英文短期補習班,2020-12-02,新竹縣竹北市文興路195號1樓及夾層,"建管安全查核部分:請立即補辦建築物公共安全檢查簽證及 申報。",限期改善件次,2021-02-02,府教社字第1103711029號
4,新竹縣私立句欣音樂短期補習班,2020-11-04,"竹北市光明九路150巷5號1- 2樓","建管安全查核部分:請立即補辦建築物公共安全檢查簽證及 申報。",限期改善件次,2021-02-02,府教社字第1103711031號
5,私立加貝文理短期補習班,2020-09-23,竹北市光明三路81號,"建管安全查核部分:請立即補辦建築物公共安全檢查簽證及 申報。",限期改善件次,2021-01-29,府教社字第1103710968號
6,私立波特美語會話短期補習班,2020-09-23,新竹縣湖口鄉愛勢村22鄰民生街198號一樓,"建管安全查核部分:請立即補辦建築物公共安全檢查簽證及 申報。",限期改善件次,2021-01-29,府教社字第1103710967號
7,私立艾倫英語短期補習班,2020-09-23,湖口鄉明德街336號1樓,"建管安全查核部分:請儘速辦理建築物公共安全檢查簽證及 申報。",限期改善件次,2021-01-29,府教社字第1103710966號
8,私立弘亞文理短期補習班,2020-08-26,竹北市華興街288號2樓,建管安全查核部分:(一)請立即補辦建築物公共安全檢查簽證及申報。(二)緊急進口封閉或阻塞，請改善。(三)避難層出入口封閉或阻塞，請改善。(四)避難層外入口封閉或阻塞，請改善。,限期改善件次,2021-01-29,府教社字第1103710964號
9,新竹縣私立哈柏露塔技藝文理短期補習班,2020-08-12,竹北市光明六路257號2.3樓,"行政安全查核部分:未使用定型化契約，未置備教職員及學生名冊，請補正。 四、消防安全查核部分:請繼續保持相關規定。",限期改善件次,2021-01-29,府教社字第1103710963號
10,新竹縣私立藝果美語短期補習班,2020-07-29,新竹縣竹北市國興街20號1至2樓、20-1號1至2樓,建管安全查核部分:請立即補辦建築物公共安全檢查簽證及申報。,限期改善件次,2021-01-29,府教社字第1103710962號
11,新竹縣私立伊德文理短期補習班,2020-07-15,竹北市文興路一段65號4樓,(一)火警自動警報、緊急廣播設備功能異常，請改善。(二)避難方向指示燈、出口指示燈功能不符規定，請改善。,限期改善件次,2020-09-14,府教社字第1093717857號
12,新竹縣私立麗軒音樂短期補習班,2020-07-01,竹北市自強北路162號1至2樓,(一)收費收據未詳載退費規定，請補正。(二)未使用定型化契約，請補正。(三)未置備個人資料檔案安全維護計畫，請補正。(四)未置性騷擾防治措施，請補正。,限期改善件次,2020-09-14,府教社字第1093717871號
13,新竹縣私立知欣文理短期補習班,2020-07-01,竹北市福興東路一段142號及146號1-2樓及竹北市自強三路3號1-2樓,(一)滅火器未做性能檢查，請補正。(二)未有火警自動警報、緊急廣播設備功能，請補正。(三)未有室內消防栓設備等設備功能，請補正。(四)避難方向指示燈不符規定，請補正。(五)出口標示燈不符規定，請補正。,限期改善件次,2020-09-14,府教社字第1093717865號
14,新竹縣私立佳育英語短期補習班,2020-06-17,竹北市中正西路91號1-3樓,消防安全查核部分:避難器具不符規定，請補正。,限期改善件次,2020-09-14,府教社字第1093717868號
15,私立立得文理短期補習班,2020-06-03,竹北市復興五街6號,消防安全查核部分:緊急照明設備功能不符規定。,限期改善件次,2020-09-14,府教社字第1093717864號
16,新竹縣私立傑文文理短期補習班,2020-05-20,湖口鄉中民街21號,消防安全查核部分:未提供檢修申報資料。,限期改善件次,2020-09-14,府教社字第1093717861號
