代號,補習班,班址,電話,立案文號,立案日期
38202412200001,私立好時光英文文理短期補習班,花蓮市中正路422號,(03),府教終字第1130255275號,2024-12-19
38202406130001,私立邱名文理短期補習班,花蓮市花蓮市自由街150號4樓之2,(03)8355878,府教終字第1130106548號,2024-06-11
38202406130002,私立張華辛美術技藝短期補習班,花蓮市花蓮市仁愛街79號,0912946516,府教終字第1130106597號,2024-06-11
38202404290001,私立小羊的家短期補習班,花蓮市自由街150號3樓之1,(03),府教終字第1130079111號,2024-04-25
38202401310001,私立夢想家蒔荐教室文理短期補習班,花蓮市花蓮市中美路81號1-2樓,(03),府教終字第1130020010號,2024-01-31
38202207260001,私立樂畫17美術音樂技藝短期補習班,花蓮縣吉安鄉自立路二段17號1樓,0972351108,府教終字第1110146204號,2022-07-25
38202207150001,私立健弘文理短期補習班,花蓮市國民12街59號1樓,0922097660,府教終字第1110128817號,2022-07-15
38202203070001,私立巧巧國文創意作文短期補習班,花蓮市中美路159號3樓,(03),府教終字第1110040896號,2022-03-07
38202201200001,私立承億文理短期補習班,花蓮市民國路7號2樓,(03)8325559,府教終字第1110016458號,2022-01-20
38202201040001,私立林碧珠陶藝技藝短期補習班,花蓮縣吉安鄉建昌路130號1至2樓,(03)8560013,府教終字第1100264634號,2022-01-05
38202108310001,私立高傑數學短期補習班,花蓮縣吉安鄉和平路1段10號1樓,(03)8580240,府教終字第1100167328號,2021-08-30
38202107300001,私立香柏樹短期補習班,吉安鄉北昌村5鄰自立路37號1樓,(03)8570922,府教終字第1100146087號,2021-07-29
38202107130001,私立頂勝文理技藝短期補習班,花蓮市中原路366號1至3樓,(03)8352366,府教終字第1100136699號,2021-07-14
38202104150001,私立美育文理技藝短期補習班,花蓮市富吉路38號1至3樓,(03)8310500,府教終字第1100073299號,2021-04-15
38202104070001,伯爵教育科技股份有限公司附設英爵文理短期補習班,花蓮市林森路159號1至2樓,(03)8330263,府教終字第1100059813號,2021-04-06
38202012020001,私立巨人太昌短期補習班,花蓮縣吉安鄉明仁一街185巷23號1至2樓,(03)8359788,府教終字第1090230955號,2020-11-25
38202009210001,私立益光文理短期補習班,花蓮市大同街19號1-3樓,(03)8335210,府教終字第1090183875號,2020-09-18
