代號,補習班,班址,電話,立案文號,立案日期
20202608030001,臺北市私立寰國文理短期補習班復興分班,松山區南京東路3段270號3樓之1,(02)2752-2255#514,北市教終字第1153011984號,2026-08-03
20202607290002,吱吱文創事業有限公司附設臺北市私立秧秧文理短期補習班新湖分班,內湖區成功路2段320巷26號2樓,(02)27935757,北市教終字第1153011332號,2026-07-30
20202607290001,安宸文教事業有限公司附設臺北市私立安宸文理短期補習班,中山區松江路186之1號2樓,(02)-2100-1585,北市府教終字第1153010936號,2026-07-29
20202607240001,臺北市私立寰泰文理短期補習班敦化分班,松山區南京東路3段270號3樓之2,(02)2752-2255#331,北市教終字第1153085210號,2026-07-27
20202607230001,臺北市私立禾苑文理短期補習班,松山區民生東路4段80巷11弄6號1樓,(02),北市教終字第1153010467號,2026-07-23
20202607150001,臺北市私立維尼文理短期補習班,中正區杭州南路1段131巷3號1樓,(02)23410186,北市教終字第1153010662號,2026-07-15
20202607080001,臺北市私立全禎文理短期補習班,大安區復興南路1段352號3樓,(02)27087776,北市教終字第1153006569號,2026-07-08
20202607060001,臺北市私立童旅創意文理技藝短期補習班,中山區松江路361號5樓,0985-677-261,北市教終字第1153009250號,2026-07-07
20202607020004,赫日電腦有限公司附設臺北市私立赫日電腦技藝短期補習班南陽分班,中正區南陽街13號3樓之1,(02)23826999,北市教終字第1153008964號,2026-07-02
20202607020003,臺北市私立明音音樂技藝文理短期補習班,士林區忠誠路2段118巷1號1樓,0987-388-854,北市教終字第1153008810號,2026-07-02
20202607020002,臺北市私立寰宇文理短期補習班南京分班,松山區南京東路3段270號3樓,(02)2752-2255,北市教終字第1153009562號,2026-07-02
20202607020001,新時股份有限公司附設臺北市私立台積文理短期補習班,中正區館前路2號10樓,(02)23121222,北市教終字第1153009906號,2026-07-02
20202606220001,佳學事業股份有限公司附設臺北市私立卓越文理短期補習班,大安區安和路1段106號2樓,(02)23256617,北市教終字第1153008837號,2026-06-22
20202606180001,小樹苗家庭教育股份有限公司附設臺北市私立艾奇屋文理短期補習班,信義區信安街47巷35號1樓,02-23782200,北市教終字第1153008613號,2026-06-18
20202606150001,臺北市私立睿升文理短期補習班大安分班,大安區信義路2段74號6樓,(02)23925500,北市教終字第1153008091號,2026-06-15
20202606120003,臺北市私立睿升文理短期補習班信義分班,大安區信義路2段74號7樓,(02)23925500,北市教終字第1153008090號,2026-06-12
20202606120002,小樹苗家庭教育股份有限公司附設臺北市私立瑞德屋文理短期補習班,信義區信安街15巷20弄6號1樓,02-23782200,北市教終字第1153008615號,2026-06-12
20202606120001,小樹苗家庭教育股份有限公司附設臺北市私立諾思屋文理短期補習班,信義區信安街15巷26號1樓,02-23782200,北市教終字第1153008614號,2026-06-12
20202606010003,臺北市私立禾沐舞蹈技藝短期補習班,松山區南京東路5段356號6樓之1,(02)25783828,北市教終字第1153007294號,2026-06-01
20202606010002,蔚藍教育有限公司附設臺北市私立蔚藍英語文理短期補習班吉林分班,中山區長春路89之4號3樓,0983-688-836,北市教終字第1153007292號,2026-06-01
20202606010001,易學烘焙有限公司附設臺北市私立易烘焙易料理技藝短期補習班,大安區信義路4段265巷5弄3號1樓、5號1樓,(02)27060000,北市教終字第1153007854號,2026-06-01
20202605270001,臺北市私立鑫澤文理短期補習班,松山區南京東路4段17號3樓,0909841269,北市教終字第1153006221號,2026-05-27
20202605260002,臺北市私立北一文理短期補習班站前分班,中正區館前路28號3樓,(02)23149900,北市教終字第1153006904號,2026-05-26
20202605260001,臺北市私立貝亞美術技藝短期補習班,中正區南昌路2段70號6樓之3,(02)23656671,北市教終字第1153007293號,2026-05-26
20202605250001,臺北市私立青藝藝術文理技藝短期補習班,信義區莊敬路423巷7弄19號1樓,0986605093,北市教終字第1153006967號,2026-05-25
20202605220001,樂亮有限公司附設臺北市私立樂亮音樂技藝短期補習班,大安區光復南路260巷54號2樓,(02)87710505,北市教終字第1153006556號,2026-05-22
20202605180001,臺北市私立澄澄美學技藝短期補習班,內湖區康寧路3段26巷10弄3號1樓,0963162670,北市教終字第1153006555號,2026-05-18
20202605070002,赫紀電腦有限公司附設臺北市私立赫紀電腦技藝短期補習班南陽分班,中正區南陽街13號7樓之1,(02)23886688,北市教終字第1153006305號,2026-05-07
20202605070001,赫綸電腦有限公司附設臺北市私立赫綸電腦技藝短期補習班南陽分班,中正區南陽街13號2樓之1,(02)23886688,北市教終字第1153006306號,2026-05-07
20202605050001,臺北市私立悠韻音樂技藝短期補習班,北投區裕民一路40巷39號2樓,0910518769,北市教終字第1153006223號,2026-05-05
20202604300002,臺北市私立勤教文理短期補習班,內湖區東湖路113巷49弄41號1樓,(02)26338604,北市教終字第1153005518號,2026-04-30
20202604300001,臺北市私立全知文理短期補習班,大安區復興南路2段65號4樓,(02)66090102,北市教終字第1153005036號,2026-04-30
20202604290001,臺北市私立京福氣文理短期補習班,松山區南京東路3段278號7樓,(02)27310828,北市教終字第1153004072號,2026-04-29
20202604270001,臺北市私立學姐英文文理短期補習班,北投區中和街32號1樓,(02)28925599,北市教終字第1153005484號,2026-04-27
20202604210001,吉耐爾國際有限公司附設臺北市私立吉耐爾寶石鑑定技藝短期補習班,中正區忠孝東路2段88號2樓之1,(02)27179391,北市教終字第1153005035號,2026-04-21
20202604140001,臺北市私立芊品文理短期補習班,大安區新生南路3段23之1號1樓、25巷1號1樓,(02)23694128,北市教終字第1153004073號,2026-04-14
20202604130001,臺北市私立思躍軟實力文理短期補習班敦化分班,大安區敦化南路1段205號10樓,(02)27210339、0963381708,北市教終字第1153004517號,2026-04-13
20202604100001,臺北市私立欣陽文理技藝短期補習班,士林區福港街259巷10號1樓,(02)2883-7028,北市教終字第1153004681號,2026-04-13
20202604010003,臺北市私立柏克立文理短期補習班,內湖區康寧路3段99巷6弄12號1樓,(02)2634-7688,北市教終字第1153003918號,2026-04-01
20202604010002,臺北市私立慕熙文理短期補習班,中正區新生南路1段50號9樓之1,0902011321,北市教終字第1153004071號,2026-04-01
20202604010001,臺北市私立高登文理短期補習班北車旗艦分班,中正區忠孝西路1段8號13樓之1,(02)66040958,北市教終字第1153004721號,2026-04-01
20202603260001,臺北市私立學習語文文理短期補習班,信義區忠孝東路5段360號12樓,(02)27266726,北市教終字第1153004138號,2026-03-26
20202603120001,臺北市私立弘森文理短期補習班弘林分班,內湖區內湖路1段629巷40弄8號1樓,(02)2797-8297,北市教終字第1153001061號,2026-03-12
20202603110001,臺北市私立根音樂技藝短期補習班,北投區大業路458號1樓,02-28916998,北市教終字第1153003008號,2026-03-11
20202602130001,得勝者文教股份有限公司附設臺北市私立卓見文理短期補習班,中正區忠孝西路1段102號2樓之2,(02)23149818,北市教終字第1153002480號,2026-02-13
20202602120002,臺北市私立薇一文理短期補習班光明分班,北投區光明路96號7樓,(02)28982168,北市教終字第1153002184號,2026-02-12
20202602120001,臺北市私立薇一文理短期補習班維格分班,北投區光明路96號6樓,(02)28982168,北市教終字第1153001964號,2026-02-12
20202602100001,臺北市私立三希堂五常文理短期補習班,中山區龍江路345巷12號1樓,0913-082-287,北市教終字第1153001392號,2026-02-10
20202602040001,臺北市私立舫谷藝術文理技藝短期補習班,大安區信義路4段26號3樓,0966539817,北市教終字第1153001014號,2026-02-04
20202602030001,臺北市私立蒙思特文理短期補習班,大安區仁愛路4段33號10樓之2,(02)27712304,北市教終字第1153000062號,2026-02-03
20202602020002,陽光森林文教股份有限公司附設臺北市私立陽光森林金山文理短期補習班,中正區仁愛路2段45號6樓,(02)23515329,北市教終字第1153000920號,2026-02-02
20202602020001,臺北市私立筱學堂文理短期補習班,士林區天母東路69巷3號1樓,(02)2874-5191,北市教終字第1153000922號,2026-02-02
20202601300001,得勝者文教股份有限公司附設臺北市私立新知文理短期補習班,中正區忠孝西路1段102號2樓之1,(02)23149818,北市教終字第1153000669號,2026-01-30
20202601270001,臺北市私立汶藝術技藝短期補習班,大安區復興南路1段137號4樓之1,(02)87738769,北市教終字第1153000645號,2026-01-27
20202601150001,梓穠文教有限公司附設臺北市私立子穠文理技藝短期補習班,士林區劍潭路37號地下1樓。,(02)28853699/手機0910123441,北市教終字第1143021910號,2026-01-15
20202601140001,勤思國際有限公司附設臺北市私立勤思國際文理技藝短期補習班內湖分班,內湖區成功路3段174巷15號9樓,(02)8792-4755,北市教終字第1143022749號,2026-01-14
20202601060002,明光文教事業股份有限公司附設臺北市私立明善語文文理短期補習班,萬華區萬大路337號1、2、3樓,(02)23331208,北市教終字第1143023064號,2026-01-06
20202601060001,灝瀚咨詢顧問企業有限公司附設臺北市私立盛幄商業文理技藝短期補習班,松山區八德路2段400號4樓,(02)27711776,北市教終字第1143023063號,2026-01-06
20202601050001,臺北市私立王欣國文文理短期補習班新生分班,大安區新生南路3段23之1號2樓,(02)23690002,北市教終字第1143022296號,2026-01-05
20202512290001,臺北市私立惠弘文理短期補習班,士林區士東路38號1樓,(02)2831-8608,北市教終字第1143022322號,2025-12-29
20202512220001,臺北市私立莘苑文理短期補習班,內湖區麗山街326號1樓,(02)8751-1292,北市教終字第1143021735號,2025-12-22
20202512190001,丹丹教育有限公司附設臺北市私立丹丹文理短期補習班,中山區長春路130之9號2樓,(02)-6605-7682,北市教終字第1143021894號,2025-12-19
20202512180001,臺北市私立莎仕比亞文理短期補習班,文山區興隆路4段105巷29號地下1樓,(02)86618111,北市教終字第1143022339號,2025-12-18
20202512170001,承政文教事業有限公司附設臺北市私立承政文理短期補習班,大安區和平東路3段284號1樓及地下層,(02)66042257,北市教終字第1143021692號,2025-12-17
20202512090001,得勝者文教股份有限公司附設臺北市私立凱歌文理短期補習班,中正區忠孝西路1段100號2樓,(02)23145818,北市教終字第1143021691號,2025-12-09
