代號,補習班,班址,電話,立案文號,立案日期
69202102170001,私立艾妮塔英文短期補習班,馬公市朝陽里林森路45巷36號,0932973140,府教社字第1100902048號,2021-02-05
69201505290001,私立舒飛美語文理短期補習班,澎湖縣馬公市西文里10鄰文學路27號,0932866486,府教社字第1040015435　號,2015-04-01
69201401200001,私立威莉文理短期補習班,澎湖縣馬公市光榮里光榮街40號,(06)9268186,"府教社字第1020037625 號",2014-01-20
69201401200002,私立英語角短期補習班,澎湖縣湖西鄉湖西村166號1樓,0930296951,"府教社字第 1020070626號",2014-01-10
69201111030001,私立易說學堂短期補習班,馬公市中華路56-1號2樓,0952575903,"府教社字第100005642 號",2011-10-24
69200910120001,私立小太陽短期補習班,馬公市縣府新村20號1樓,0935722648,"府教社字第0980051969 號",2009-10-08
69200906220001,私立樂高短期補習班,澎湖縣馬公市成功街69號1-2樓,0937578906,"府教社字第0980032014 號",2009-06-19
69200810290001,私立朱老師文理短期補習班,澎湖縣湖西鄉湖西村157-3號,(06)9920009,"府教社字第0970046360 號",2008-10-28
69200806200001,私立立德文理短期補習班,馬公市文光路38號,(06)9273699,"府教社字第0970027658 號",2008-06-19
69200806160001,私立格林文理短期補習班,馬公市北辰街14號2-3樓,(06)9260630,"府教社字第0970026875 號",2008-06-12
69200805020001,私立智能數學短期補習班,馬公市朝陽路213號,(06)9279721,"府教社字第 0970019305號",2008-05-01
69200803130002,私立金老師美語短期補習班,馬公市民富街51巷9號1樓,(06)9212320,"府教社字第0970009370 號",2008-03-07
69200608180002,私立皓學文理短期補習班,馬公市陽明路240號1-2樓,(06)9266223,"府教社字第0950034821 號",2006-08-04
69200608180001,私立宥朝短期補習班,澎湖縣馬公市西文里西文澳9之5號1耬,(06)9219164,"府教社字第 0950024701號",2006-06-09
69200604040001,私立小米菓短期補習班,澎湖縣馬公市東文里文學路255巷16號1-2樓,(06)9216815,"府教社字第 0940046169號",2005-10-06
69202102170001,私立艾妮塔英文短期補習班,馬公市朝陽里林森路45巷36號,0932973140,府教社字第1100902048號,2021-02-05
69201505290001,私立舒飛美語文理短期補習班,澎湖縣馬公市西文里10鄰文學路27號,0932866486,府教社字第1040015435　號,2015-04-01
69201401200001,私立威莉文理短期補習班,澎湖縣馬公市光榮里光榮街40號,(06)9268186,"府教社字第1020037625 號",2014-01-20
69201401200002,私立英語角短期補習班,澎湖縣湖西鄉湖西村166號1樓,0930296951,"府教社字第 1020070626號",2014-01-10
69201111030001,私立易說學堂短期補習班,馬公市中華路56-1號2樓,0952575903,"府教社字第100005642 號",2011-10-24
69200910120001,私立小太陽短期補習班,馬公市縣府新村20號1樓,0935722648,"府教社字第0980051969 號",2009-10-08
69200906220001,私立樂高短期補習班,澎湖縣馬公市成功街69號1-2樓,0937578906,"府教社字第0980032014 號",2009-06-19
69200810290001,私立朱老師文理短期補習班,澎湖縣湖西鄉湖西村157-3號,(06)9920009,"府教社字第0970046360 號",2008-10-28
69200806200001,私立立德文理短期補習班,馬公市文光路38號,(06)9273699,"府教社字第0970027658 號",2008-06-19
69200806160001,私立格林文理短期補習班,馬公市北辰街14號2-3樓,(06)9260630,"府教社字第0970026875 號",2008-06-12
69200805020001,私立智能數學短期補習班,馬公市朝陽路213號,(06)9279721,"府教社字第 0970019305號",2008-05-01
69200803130002,私立金老師美語短期補習班,馬公市民富街51巷9號1樓,(06)9212320,"府教社字第0970009370 號",2008-03-07
69200608180002,私立皓學文理短期補習班,馬公市陽明路240號1-2樓,(06)9266223,"府教社字第0950034821 號",2006-08-04
69200608180001,私立宥朝短期補習班,澎湖縣馬公市西文里西文澳9之5號1耬,(06)9219164,"府教社字第 0950024701號",2006-06-09
69200604040001,私立小米菓短期補習班,澎湖縣馬公市東文里文學路255巷16號1-2樓,(06)9216815,"府教社字第 0940046169號",2005-10-06
