代號,補習班,班址,電話,立案文號,立案日期
24202505230001,基隆市私立娜佳美語短期補習班,基隆市暖暖區源遠路277巷58號1樓,0918-190826,基府教終貳字第1140221138號,2025-05-23
24202503250001,基隆市私立小禾文理技藝短期補習班,基隆市安樂區基金一路135巷21弄59號1樓,0902-280966,基府教終貳字第1140212369號,2025-03-24
24202503240001,基隆市私立棋樂圍棋才藝短期補習班,基隆市仁愛區曲水街5號1樓,0987-758215,基府教終貳字第1140207770號,2025-03-21
24202410240001,柳吟文教事業股份有限公司附設基隆市私立柳吟文理短期補習班短期補習班,基隆市信義區信一路133之3號6樓,（02）2426-8283,基府教終貳字第1130248651號,2024-10-23
24202405100002,基隆市私立吉美技藝文理短期補習班,基隆市仁愛區仁一路261-7號,（02）2428-9299,基府教終貳字第1130206290號,2024-03-13
24202405100001,基隆市私立喬語語文技藝短期補習班,基隆市安樂區樂利二街62巷202號1樓,（02）2432-1080,基府教終貳字第1130204888號,2024-03-11
24202312130001,基隆市私立逢士文理短期補習班,基隆市信義區教忠街62號1樓,（02）2466-6828,基府教終貳字第1120257206號,2023-12-12
24202308170001,基隆市私立城上城技藝文理短期補習班,基隆市安樂區麥金路193號2樓,（02）2433-3189,基府教終貳字第1120236193號,2023-08-11
24202211170001,基隆市私立黃耀數學文理短期補習班,基隆市中正區義一路22號4樓、基隆市中正區義一路24號4樓,（02）2428-6588,基府教終貳字第1120214567號,2023-04-24
24202211040001,基隆市私立飛思文理短期補習班,基隆市仁愛區延平街12巷16號1樓,（02）2428-7900,基府教終貳字第1110248517號,2022-11-01
24202209280001,基隆市私立哈博士文理短期補習班,基隆市信義區深美街175號4樓,（02）2468-1111,基府教終貳字第1110238292號,2022-09-26
24202208240001,基隆市私立自立文理才藝短期補習班,基隆市中山區復興路212巷19弄4之1號,（02）2437-1285,基府教終貳字第1110233061號,2022-08-16
24202208020001,基隆市私立尚格才藝文理短期補習班,基隆市仁愛區南榮路393巷2之1號,（02）2425-2546,基府教終貳字第1110230204號,2022-07-13
24202106210001,基隆市私立育陽舞蹈短期補習班,基隆市七堵區百三街138號,0974-232332,基府教終貳字第1100224059號,2021-06-01
24202105190002,基隆市私立文碩文理短期補習班,基隆市中山區中和路168巷3弄15號1樓,（02）2437-2876,基府教終貳字第1100221365號,2021-05-18
24202105190001,基隆市私立宏觀圍棋才藝短期補習班,基隆市信義區信一路133之8號5樓,（02）2426-4098,基府教終貳字第1100215946號,2021-04-19
24202104120001,基隆市私立星時代舞蹈短期補習班,基隆市暖暖區暖暖街379巷123號1樓,（02）2458-8161,基府教終貳字第1100212243號,2021-03-24
24202103230001,基隆市私立林老師文理短期補習班,基隆市中正區武昌街5之1號2樓,（02）2462-1978,基府教終貳字第1100208091號,2021-03-03
24202101040001,基隆市私立紅腳文理短期補習班,基隆市信義區教忠街56號1樓,（02）2466-6621,基府教終貳字第1090257426號,2020-12-03
