地區縣市,短期補習班名稱,主管機關文件單位代碼,電子郵件,短期補習班類別,地址,立案時間
台北市政府,瑞齊文理補習班,5745,,文理類,文山區興隆路4段113之3號1、2樓,2006-10-01
台北市政府,臺北市私立睿智語文短期補習班麗山分班,5132,lishanaces@gmail.com,外語類,內湖區內湖路1段387巷13號1樓及夾層,2005-02-16
台北市政府,臺北市私立開拓幼苗文理珠算補習班,5076,lsh19682001@gmail.com,文理類,萬華區環河南路2段100巷3號(1、2樓),2004-12-01
台北市政府,臺北市私立酷歐文理短期補習班,6958,maggie.hsia@msa.hinet.net,文理類,松山區八德路2段374號4樓,2012-04-01
台北市政府,臺北市私立奕成文理短期補習班,7771,,文理類,中山區民權東路2段19號2樓、2樓之1,2018-10-29
台北市政府,何嘉仁文教事業股份有限公司附設臺北市私立嘉禾文理短期補習班,8008,hs3733@hess.com.tw,文理類,士林區文林路338之2號1樓,2020-12-21
台北市政府,"茂榞科技股份有限公司附設臺北市私立以馬內利 語文文理短期補習班大直分班",5761,daisy.wu@immanuelenglish.com,外語類,中山區敬業1路58號1樓,2006-11-01
台北市政府,何嘉仁文教事業股份有限公司附設臺北市私立佳福文理短期補習班,8012,hs3733@hess.com.tw,文理類,士林區文林路338號7樓之1,2020-12-25
台北市政府,何嘉仁文教事業股份有限公司附設臺北市私立嘉嘉文理短期補習班,8006,hs3733@hess.com.tw,文理類,士林區文林路338之1號1樓,2020-12-18
台北市政府,財團法人台北市中華基督教青年會附設臺北市私立承德文理技藝短期補習班,8056,,文理類,北投區承德路7段312號3樓之1,2021-04-23
台北市政府,陽光森林文教股份有限公司附設臺北市私立平和語文短期補習班,6043,,外語類,大安區和平東路2段60之8號(3樓)、60之9號(3樓),2008-02-15
台北市政府,臺北市私立致凡音樂文理語文短期補習班,3596,office@wachmusic.com.tw,音樂、舞蹈類,中正區南昌路2段216號3樓及3樓之1,2000-04-01
台北市政府,劉益和文理短期補習班,3471,,資訊類,南港區研究院路2段22號1樓,1999-07-01
台北市政府,臺北市私立飛哥文理短期補習班,4980,,文理類,中正區衡陽路51號4樓之1、之2、之3、之4、7樓、8樓、2樓,2004-09-01
台北市政府,臺北市私立啟萌文理短期補習班,8037,Enlighten2021taipei@gmail.com,文理類,文山區景中街45號2樓,2021-03-16
台北市政府,臺北市私立中法語言短期補習班,2181,info@eurocentre.biz,外語類,松山區南京東路3段278號8樓、10樓,1976-07-01
台北市政府,臺北市私立立日心文理技藝短期補習班,8050,LRS20210408,文理類,北投區實踐街63號1樓,2021-04-08
台北市政府,臺北市私立樂思樂學文理技藝短期補習班,8055,,文理類,士林區中山北路6段362號2樓,2021-04-23
台北市政府," 臺北市私立敘音技藝短期補習班",3878,tienmu@kidsmusic.com.tw,音樂、舞蹈類,士林區天母西路5巷9號1樓,2001-06-01
台北市政府,臺北市私立交大文理短期補習班,6263,tienkon2046@yahoo.com.tw,文理類,中正區忠孝西路1段8號6樓、10樓,2008-12-26
台北市政府,臺北市私立清大文理短期補習班,5726,tienkon2046@yahoo.com.tw,文理類,中正區忠孝西路1段8號10樓之1、6樓之1,2006-10-05
台北市政府,台北市愛羊全人關懷協會附設臺北市私立樂揚文理技藝短期補習班,7385,applejames545@gmail.com,文理類,中正區和平西路2段15號1樓,2015-05-04
台北市政府,臺北市私立良育文理語文短期補習班,5633,,文理類,北投區光明路96號8樓,2006-06-01
台北市政府,臺北市私立韋斯登文理技藝短期補習班,8009,sarayen0413@gmail.com,文理類,中山區龍江路256之2號1樓,2020-12-23
台北市政府,臺北市私立恰克美語短期補習班,3740,chucksmallteacher@gmail.com,外語類,內湖區大湖山莊街150號1樓,2000-11-01
台北市政府,臺北市私立阿島藝術技藝短期補習班,8035,tsousshsiao@gmail.com,美術、書法、攝影、美工設計、圍棋類,大安區仁愛路3段92號3樓,2021-03-04
台北市政府,臺北市私立劉益和文理短期補習班昆陽分班,6397,,文理類,南港區忠孝東路6段442之1號3樓及昆陽街134巷5號3樓,2009-09-06
台北市政府,臺北市私立日昇文理短期補習班,7664,,文理類,中正區信義路2段251號7樓,2017-10-20
台北市政府,聯珹電腦有限公司附設臺北市私立聯成電腦短期補習班士林分班,5110,,資訊類,士林區文林路338號4樓之1,2005-01-01
台北市政府,臺北市私立英格利文理短期補習班中山分班,8036,,文理類,中山區農安街43號4樓之1,2021-03-15
台北市政府,臺北市私立伯浩文理短期補習班,8052,bernie660626@gmail.com,文理類,大安區辛亥路1段79號7樓,2021-04-12
台北市政府,智擎數位科技股份有限公司附設臺北市私立智擎國際英語文理短期補習班,8044,katy@funday.asia,文理類,大安區敦化南路1段336號1樓,2021-03-30
台北市政府,臺北市私立海國音樂短期補習班,6984,andy.huang@seafortune.com.tw,音樂、舞蹈類,中正區仁愛路1段20、22號2樓,2012-06-04
台北市政府,臺北市私立太陽實驗文理技藝短期補習班,8054,jackson@sigellabs.com,文理類,松山區南京東路3段256巷39號1樓,2021-04-22
