地區縣市,短期補習班名稱,主管機關文件單位代碼,電子郵件,短期補習班類別,地址,立案時間
台東縣政府,臺東縣私立昌恆數理短期補習班,,,文理類,臺東縣成功鎮中華路56號2樓,2008-02-12
台東縣政府,臺東縣私立中華文理短期補習班漢陽分班,,,文理類,臺東市漢陽北路89號,2021-03-08
台東縣政府,臺東縣私立陳老師教室短期補習班,,ivy.mj@msa.hinet.net,文理類,臺東市更生北路287號,2004-05-18
台東縣政府,臺東縣私立康乃爾美語短期補習班,,,文理類,臺東市中正路189號1、2樓,2012-07-06
台東縣政府,臺東縣私立臺大桂冠短期補習班,,,文理類,臺東市開封街680巷95號1樓,2017-03-29
台東縣政府,臺東縣私立柯老師文理短期補習班,,,文理類,臺東市上海街32巷14號,2012-10-09
台東縣政府,臺東縣私立快樂文理短期補習班,,,外語類,臺東市開封街699號,2007-10-11
台東縣政府,臺東縣私立宏奇文理短期補習班,,t56656332@yahoo.com.tw,外語類,臺東市台東市更生路437巷31號,2003-06-12
台東縣政府,臺東縣私立鄔老師文理短期補習班,,vickyenglishclassroom@gmail.com,文理類,台東縣關山鎮公園路50號,2014-03-04
台東縣政府,臺東縣私立亞卓文理短期補習班,,chenshunhox@gmail.com,文理類,臺東市北平街3號,2010-01-12
台東縣政府,臺東縣私立多元文理短期補習班,,,文理類,臺東市開封街632巷20弄4號,2002-03-07
台東縣政府,臺東縣私立精華才藝短期補習班,,mileslin221@yahoo.com.tw,文理類,臺東市鄭州街71號,2013-05-17
台東縣政府,臺東縣私立小茉莉探索學園短期補習班,,molly960914@gmail.com,文理類,臺東市豐盛路26巷67號,2013-03-12
台東縣政府,臺東縣私立長頸鹿美語短期補習班,,daniel88888848@yahoo.com.tw,外語類,臺東市更生路576之1號,1996-12-17
台東縣政府,臺東縣私立銘仁文理短期補習班,,,文理類,臺東市台東市文化街62號,2006-05-11
台東縣政府,臺東縣私立A+文理短期補習班,,aplus238052@gmail.com,文理類,臺東市台東市新生路718號,2006-06-30
台東縣政府,臺東縣私立卑南文理教室文理短期補習班,,,文理類,臺東市更生北路293巷7號,2019-03-05
台東縣政府,臺東縣私立KHH物理文理短期補習班,,aristophnia@hotmail.com,文理類,臺東市信義路190號,2016-08-11
台東縣政府,臺東縣私立方舟文理短期補習班,,,文理類,臺東市武昌街51號,2012-06-06
台東縣政府,臺東縣私立德訓文理短期補習班,,,文理類,臺東市徐州街282號,2014-07-24
台東縣政府,臺東縣私立小荳芽藝術短期補習班,,,音樂、舞蹈類,臺東市臨海路262巷1號,2016-11-28
台東縣政府,臺東縣私立林老師文理短期補習班,,linwayrong@yahoo.com.tw,文理類,臺東縣大武鄉民族街57號,2019-07-17
台東縣政府,臺東縣私立安吉利美語短期補習班,,genjihuang@gmail.com,外語類,臺東市東海里長沙街137號,2010-12-31
台東縣政府,臺東縣私立凱琳美語短期補習班,,5585v7@gmail.com,外語類,臺東市北平街7號,2004-11-10
台東縣政府,臺東縣私立中華文理短期補習班,,,文理類,臺東市大同路92號,1985-10-02
台東縣政府,臺東縣私立橘園兒童藝術短期補習班,,donna188998@yahoo.com.tw,美術、書法、攝影、美工設計、圍棋類,臺東市開封街702巷60號,2015-11-23
台東縣政府,臺東縣私立椰林文理短期補習班,,,文理類,臺東市中華路2段271號,2010-04-30
台東縣政府,臺東縣私立耕園語文短期補習班,,,文理類,臺東市四維路一段480號,2007-04-30
台東縣政府,臺東縣私立美佳美語短期補習班,,julialeeny@yahoo.com.tw,外語類,臺東市正氣路298巷17號,2006-09-27
台東縣政府,臺東縣私立精湛文理短期補習班,,,文理類,臺東市正氣北路339巷33號,2012-10-09
台東縣政府,臺東縣私立多加文理短期補習班,,,文理類,臺東市四維路三段299號,2013-12-17
台東縣政府,臺東縣私立鄭老師文理短期補習班,,,文理類,臺東市豐榮路278號,2012-08-20
台東縣政府,臺東縣私立心耘學園文理短期補習班,,,文理類,臺東市信義路222號,2014-03-19
台東縣政府,智基科技開發股份有限公司附設臺東縣私立志光文理補習班,,,文理類,臺東市中山路323巷8號,1999-12-30
台東縣政府,臺東縣私立中正文理短期補習班,,,文理類,臺東市中正路392巷5號,2020-02-14
台東縣政府,臺東縣私立弦音音樂短期補習班,,,音樂、舞蹈類,臺東市博愛路460之1號,1998-09-14
台東縣政府,臺東縣私立KEEP舞蹈教室短期補習班,,,音樂、舞蹈類,臺東市新生里23鄰傳廣路438號2樓,2015-12-07
台東縣政府,臺東縣私立維多利亞文理學苑短期補習班,,,文理類,臺東市信義路347號,2017-07-26
台東縣政府,臺東縣私立尚舞蹈學苑短期補習班,,cat_381@yahoo.com.tw,音樂、舞蹈類,臺東市中興路二段37號,2017-03-09
台東縣政府,臺東縣私立韋勝音樂工作室短期補習班,,shiizzer@gmail.com,音樂、舞蹈類,臺東市開封街253號,2017-05-16
