代號,補習班,班址,電話,立案文號,立案日期
49202103150001,南投縣私立永倫文理短期補習班,埔里鎮北環路196號1-2樓,0926-175239,府教社字第1100063393號,2021-03-15
49202011300001,南投縣私立特斯拉文理短期補習班,埔里鎮南興街3-5號1-2樓,(049)2990252,府教社字第1090278896號,2020-11-30
49202008250001,私立湯姆文理短期補習班,竹山鎮集山路三段702號1-2樓,(049)2651891,府教社字第1090198409號,2020-08-25
49202005180001,南投縣私立佳培文理短期補習班,草屯鎮和興一街13號1-2樓,(049)2300211,府教社字第1090118926號,2020-05-21
49202005150001,私立富森文理短期補習班,南投市信義街135號1-3樓,(049)2229191,府教社字第1090115401號,2020-05-15
49202004290001,私立智瀠文理短期補習班,竹山鎮大明路577號1-2樓,0980780208,府教社字第1090100501號,2020-04-29
49202003180001,南投縣私立愛蜜莉文理短期補習班,集集鎮民生路3-1號1-2樓,(049),府教社字第1090067886號,2020-03-23
49201911270001,南投縣私立絕藝圍棋文理短期補習班,竹山鎮桂林里中正巷27-147號1-2樓,(049)2658000,府教社字第1080272373號,2019-12-04
49201911080001,南投縣私立勁綸文理短期補習班,南投市大庄路156號1-2樓,0492201507,府教社字第1080252706號,2019-11-08
49201909300001,鎮大教育股份有限公司附設南投縣私立慕師文理外語短期補習班,埔里鎮忠孝路204號2樓,0492999280,府教社字第1080218905號,2019-09-30
49201908290002,私立贏家文理短期補習班,南投市文化南路81巷5號1-2樓,(049)2243152,府教社字第1080196373號,2019-08-29
49201907290001,私立飛揚文理短期補習班,南投市仁義南路61號1-2樓,0952257370,府教社字第1080171284號,2019-07-29
49201907120001,南投縣私立成真文理短期補習班,南投縣埔里鎮南興街2-7號1-2樓,(049)2906578,府教社字第1080159888號,2019-07-12
49201906260001,私立明冠文理短期補習班,竹山鎮集山路三段676-1號1-2樓,(049)2655688,府教社字第1080141538號,2019-06-26
49201903280001,私立霍爾技藝短期補習班,南投市文林路一巷10號1-2樓,(049)2230388,府教社字第1080070954號,2019-03-28
49202103150001,南投縣私立永倫文理短期補習班,埔里鎮北環路196號1-2樓,0926-175239,府教社字第1100063393號,2021-03-15
49202011300001,南投縣私立特斯拉文理短期補習班,埔里鎮南興街3-5號1-2樓,(049)2990252,府教社字第1090278896號,2020-11-30
49202008250001,私立湯姆文理短期補習班,竹山鎮集山路三段702號1-2樓,(049)2651891,府教社字第1090198409號,2020-08-25
49202005180001,南投縣私立佳培文理短期補習班,草屯鎮和興一街13號1-2樓,(049)2300211,府教社字第1090118926號,2020-05-21
49202005150001,私立富森文理短期補習班,南投市信義街135號1-3樓,(049)2229191,府教社字第1090115401號,2020-05-15
49202004290001,私立智瀠文理短期補習班,竹山鎮大明路577號1-2樓,0980780208,府教社字第1090100501號,2020-04-29
49202003180001,南投縣私立愛蜜莉文理短期補習班,集集鎮民生路3-1號1-2樓,(049),府教社字第1090067886號,2020-03-23
49201911270001,南投縣私立絕藝圍棋文理短期補習班,竹山鎮桂林里中正巷27-147號1-2樓,(049)2658000,府教社字第1080272373號,2019-12-04
49201911080001,南投縣私立勁綸文理短期補習班,南投市大庄路156號1-2樓,0492201507,府教社字第1080252706號,2019-11-08
49201909300001,鎮大教育股份有限公司附設南投縣私立慕師文理外語短期補習班,埔里鎮忠孝路204號2樓,0492999280,府教社字第1080218905號,2019-09-30
49201908290002,私立贏家文理短期補習班,南投市文化南路81巷5號1-2樓,(049)2243152,府教社字第1080196373號,2019-08-29
49201907290001,私立飛揚文理短期補習班,南投市仁義南路61號1-2樓,0952257370,府教社字第1080171284號,2019-07-29
49201907120001,南投縣私立成真文理短期補習班,南投縣埔里鎮南興街2-7號1-2樓,(049)2906578,府教社字第1080159888號,2019-07-12
49201906260001,私立明冠文理短期補習班,竹山鎮集山路三段676-1號1-2樓,(049)2655688,府教社字第1080141538號,2019-06-26
49201903280001,私立霍爾技藝短期補習班,南投市文林路一巷10號1-2樓,(049)2230388,府教社字第1080070954號,2019-03-28
49202103150001,南投縣私立永倫文理短期補習班,埔里鎮北環路196號1-2樓,0926-175239,府教社字第1100063393號,2021-03-15
49202011300001,南投縣私立特斯拉文理短期補習班,埔里鎮南興街3-5號1-2樓,(049)2990252,府教社字第1090278896號,2020-11-30
49202008250001,私立湯姆文理短期補習班,竹山鎮集山路三段702號1-2樓,(049)2651891,府教社字第1090198409號,2020-08-25
49202005180001,南投縣私立佳培文理短期補習班,草屯鎮和興一街13號1-2樓,(049)2300211,府教社字第1090118926號,2020-05-21
49202005150001,私立富森文理短期補習班,南投市信義街135號1-3樓,(049)2229191,府教社字第1090115401號,2020-05-15
49202004290001,私立智瀠文理短期補習班,竹山鎮大明路577號1-2樓,0980780208,府教社字第1090100501號,2020-04-29
49202003180001,南投縣私立愛蜜莉文理短期補習班,集集鎮民生路3-1號1-2樓,(049),府教社字第1090067886號,2020-03-23
49201911270001,南投縣私立絕藝圍棋文理短期補習班,竹山鎮桂林里中正巷27-147號1-2樓,(049)2658000,府教社字第1080272373號,2019-12-04
49201911080001,南投縣私立勁綸文理短期補習班,南投市大庄路156號1-2樓,0492201507,府教社字第1080252706號,2019-11-08
