地區縣市,短期補習班名稱,主管機關文件單位代碼,電子郵件,短期補習班類別,地址,立案時間
澎湖縣政府,私立舒飛美語文理短期補習班,,snoopy9211215@yahoo.com.tw,外語類,澎湖縣馬公市西文里10鄰文學路27號,2015-04-01
澎湖縣政府,私立艾妮塔英文短期補習班,,,文理類,馬公市朝陽里林森路45巷36號,2021-02-05
澎湖縣政府,智基科技開發股份有限公司附設私立志光法商文理短期補習班,004,,法政類,馬公市陽明路2號4樓,2000-04-29
澎湖縣政府,私立龍之堡英語短期補習班,006,,外語類,馬公市林森路49號1樓,2002-06-06
澎湖縣政府,私立奇瓦笛美語短期補習班,,,外語類,馬公市文光路112-1號,1999-12-18
澎湖縣政府,私立樂高短期補習班,,,外語類,澎湖縣馬公市成功街69號1-2樓,2009-06-19
澎湖縣政府,私立智能數學短期補習班,,,文理類,馬公市朝陽路213號,2008-05-01
澎湖縣政府,私立以馬內利美語短期補習班,002,Mission@ms13.hinet.net,外語類,澎湖縣馬公市光復路88號6樓,2000-05-03
澎湖縣政府,私立格林文理短期補習班,,,文理類,馬公市北辰街14號2-3樓,2008-06-12
澎湖縣政府,私立金老師美語短期補習班,,,外語類,馬公市民富街51巷9號1樓,2008-03-07
澎湖縣政府,私立小太陽短期補習班,,,外語類,馬公市縣府新村20號1樓,2009-10-08
澎湖縣政府,私立惠安文理短期補習班,,chanshen@ms9.url.com.tw,文理類,澎湖縣馬公市光復路148巷16號,2005-04-14
澎湖縣政府,私立立德文理短期補習班,,leader.program@gmail.com,文理類,馬公市文光路38號,2008-06-19
澎湖縣政府,私立小米菓短期補習班,,,文理類,澎湖縣馬公市東文里文學路255巷16號1-2樓,2005-10-06
澎湖縣政府,私立易說學堂短期補習班,,,外語類,馬公市中華路56-1號2樓,2011-10-24
澎湖縣政府,私立皓學文理短期補習班,,anita.ljf@msa.hinet.net,文理類,馬公市陽明路240號1-2樓,2006-08-04
澎湖縣政府,私立明穗珠算美語會話短期補習班,006,,外語類,馬公市惠民二村21號1至2樓,1990-08-22
澎湖縣政府,私立阿甘語言短期補習班,,genanzhi@seed.net.tw,文理類,馬公市西文里新明路128號2樓,2003-12-26
澎湖縣政府,私立威莉文理短期補習班,,,文理類,澎湖縣馬公市光榮里光榮街40號,2014-01-20
澎湖縣政府,私立英語角短期補習班,,,外語類,澎湖縣湖西鄉湖西村166號1樓,2014-01-10
澎湖縣政府,私立朱老師文理短期補習班,,pig696108@yahoo.com.tw,文理類,澎湖縣湖西鄉湖西村157-3號,2008-10-28
澎湖縣政府,私立宥朝短期補習班,,,外語類,澎湖縣馬公市西文里西文澳9之5號1耬,2006-06-09
澎湖縣政府,私立安老師美語短期補習班,001,,外語類,馬公市光復路88號5樓,1999-08-27
澎湖縣政府,私立全方位文理短期補習班,,,文理類,馬公市文前街83號,2005-10-06
澎湖縣政府,私立成功短期補習班,,hata.huang007@gmail.com,文理類,馬公市林森路78號1樓,2005-03-18
