代號,補習班,班址,電話,立案文號,立案日期
52202407090001,嘉義市私立糖林英語文理短期補習班,嘉義市西區世賢路四段242號,(05)2843208,府教社字第1130950225號,2024-07-09
52202407020001,嘉義市私立至德文理短期補習班,嘉義市西區德惠街17號(2~5樓),(05)2345912,府教社字第1131512116號,2024-07-02
52202402230001,嘉義市私立仕學文理短期補習班,嘉義市東區蘭井街96號(1樓),(05)2224036,府教社字第1131502702號,2024-02-16
52202401050001,嘉義市私立忍文理技藝短期補習班,嘉義市杭州一街38號(1-2樓),(05)2345912,府教社字第1131500948號,2024-01-16
52200205280045,雲門國際事業股份有限公司附設嘉義市私立飛越技藝短期補習班,600014嘉義市東區中山路48號(2-3樓),05-2788049,府教社字第1131500849號,2024-01-15
52202310310001,嘉義市私立展將文理技藝短期補習班,嘉義市東區延平街36號1-2樓,(05)2789669,府教社字第1121521026號,2023-10-30
52202309050001,嘉義市私立邁兒文理短期補習班,嘉義市東區公明路160號(2樓),,府教社字第1121516885號,2023-09-05
52202308280001,嘉義市私立宥森文理短期補習班,嘉義市東區延平街153號(1-3樓),(05)2248909,府教社字第1121516340號,2023-08-28
52202308250001,嘉義市私立竹品文理技藝短期補習班,嘉義市東區圓福街125號(1-2樓),(05)2772789,府教社字第1121516147號,2023-08-24
52202306140001,嘉義市私立學吧文理技藝短期補習班,嘉義市世賢路一段664號(1-2樓),(05)238-0033,府教社字第1121510814號,2023-06-09
52202306070001,嘉義市私立鄧老師菁英數學文理短期補習班,嘉義市東區盧厝149之3號(2樓),(05)2764680,府教社字第1121510542號,2023-06-07
52202305190001,嘉義市私立邱睿文理短期補習班,嘉義市西區徐州六街62號(1-3樓),(05)2862336,府教社字第1121509288號,2023-05-19
52202302130001,嘉義市私立李麥克技藝短期補習班,嘉義市東區華南里維新路32號1樓,(05)2770315,府教社字第1121503430號,2023-02-24
52202212140001,嘉義市私立步芮文理短期補習班,嘉義市東區14鄰興美六路112號4樓,(05)2283299,府教社字第1111525544號,2022-12-29
52202212140002,嘉義市私立玩轉學堂全腦潛能開發文理短期補習班,嘉義市東區圓福街20號(1-2樓),(05)2769104,府教社字第1111524767號,2022-12-19
52202208110001,嘉義市私立好好文理短期補習班,嘉義市東區興中街6-2號(1-4樓)及嘉義市東區垂楊路316號9樓3,052277885,府教社字第1111515712號,2022-08-23
52202208050001,嘉義市私立格瑞特文理短期補習班,嘉義市東區嘉北街66巷6號、10號,(05)2769802,府教社字第1111515442號,2022-08-18
52202207290001,嘉義市私立多易文理短期補習班,嘉義市東區嘉北街56號(1-2樓),(05)2718620,府教社字第1111514515號,2022-08-05
52202207090001,嘉義市私立自然數文理短期補習班,嘉義市西區垂楊路400號5樓1,(05)2231055,府教社字第1111514203號,2022-08-02
52202207220001,嘉義市私立和星文理短期補習班,嘉義市東區溪興街153巷28號(1-2樓),(05)2390050,府教社字第1111514201號,2022-08-02
