代號,補習班,班址,電話,立案文號,立案日期
39202104200001,私立翰林文理短期補習班,宜蘭市女中路1段127巷6號1-2樓,(03)9388999,府教多字第1100031513號,2021-04-13
39202104070001,私立小鹿日方才藝空間短期補習班,羅東鎮興東南路25號1樓,0988645847,府教多字第1100042849號,2021-04-06
39202102230001,私立春天音樂技藝短期補習班,冬山鄉照安路33巷42號1-2樓,(03)9591030,府教多字第1100018232號,2021-02-23
39202009020001,私立啟聖文教事業有限公司附設宜蘭縣私立啟聖文理短期補習班,羅東鎮興東南路188號2樓之3,0933144200,府教多字第1090127841號,2020-09-01
39202008170001,亞昕教育股份有限公司附設宜蘭縣私立亞洲文理短期補習班,"羅東鎮北成路 一段280號1-4樓",(03)9615491,府教多字第1090120183號,2020-08-17
39202008030001,私立第一文理短期補習班,宜蘭市林森路188號1-2樓,(03)389136,府教社字第1090103189　號,2020-08-03
39202007060001,私立約書亞文理短期補習班,宜蘭市東港路二段180號1-3樓,(03)9387829,府教多字第1090076203號,2020-07-02
39202004210001,私立傑元文理短期補習班,羅東鎮成功街180號1-3樓,(03)9513598,府教多字第1090023408號,2020-04-21
39202003030001,私立永明數學短期補習班,羅東鎮中華路45號3樓,0919901967,府教多字第1090010495號,2020-02-19
39202001200001,私立遇見愛技藝短期補習班,宜蘭市民族路590號1-2樓,(03)9323866,府教多字第1080208232號,2020-01-17
39201912170001,私立好學星球文理短期補習班,羅東鎮公正路230號4樓,(03)9558055,府教多字第1080186803號,2019-12-16
39201911220002,私立光樺文理短期補習班,羅東鎮維揚路8號2-3樓,(03)9611807,府教多字第1080181271號,2019-11-21
39201911220001,私立百創科學文理短期補習班,羅東鎮純精路二段103號1-2樓,(03)9530590,府教多字第1080163754號,2019-11-18
39201912170002,私立德明文理短期補習班,宜蘭市女中路三段186號2-3樓,(03)9352691,府教多字第1080163914號,2019-11-15
39201908150001,私立合映生活藝術技藝短期補習班,宜蘭市文化路50號1-2樓,(03)9313178,府教多字第1080100210號,2019-08-14
39202104200001,私立翰林文理短期補習班,宜蘭市女中路1段127巷6號1-2樓,(03)9388999,府教多字第1100031513號,2021-04-13
39202104070001,私立小鹿日方才藝空間短期補習班,羅東鎮興東南路25號1樓,0988645847,府教多字第1100042849號,2021-04-06
39202102230001,私立春天音樂技藝短期補習班,冬山鄉照安路33巷42號1-2樓,(03)9591030,府教多字第1100018232號,2021-02-23
39202009020001,私立啟聖文教事業有限公司附設宜蘭縣私立啟聖文理短期補習班,羅東鎮興東南路188號2樓之3,0933144200,府教多字第1090127841號,2020-09-01
