代號,補習班,班址,電話,立案文號,立案日期
20202410230001,孔孟文化事業有限公司附設臺北市私立孔孟文理短期補習班東湖分班,內湖區東湖路127號2樓,0963060659,北市教終字第1133018593號,2024-10-23
20202410160001,臺北市私立文城文理短期補習班港墘分班,內湖區內湖路1段667巷9號1樓,(02)26270319,北市教終字第1133018304號,2024-10-16
20202410110001,臺北市私立上榜文理短期補習班壹號分班,內湖區東湖路33巷1號2樓,(02)26335927,北市教終字第1133016792號,2024-10-11
20202410010001,臺北市私立跨時代文理技藝短期補習班,松山區延壽街376號1樓,0928492658,北市教終字第1133017095號,2024-10-01
20202409180001,赫琪資訊有限公司附設臺北市私立赫琪電腦技藝短期補習班,中正區開封街1段37號4樓之1,(02)2375-3888,北市教終字第1133017094號,2024-09-18
20202409100001,臺北市私立劉益和文理短期補習班木柵分班,文山區開元街1號（一層、二層）,(02)2937-8399,北市教終字第1133016343號,2024-09-10
20202409090001,臺北市私立恩迪文理技藝短期補習班光復二分班,松山區光復北路214號1樓,(02)2712-8985,北市教終字第1133015719號,2024-09-09
20202409060001,臺北市私立快樂城堡技藝短期補習班,松山區八德路3段34號8樓之1,0910929428,北市教終字第1133015788號,2024-09-06
20202409060002,臺北市私立孚玨藝術空間技藝短期補習班,內湖區內湖路2段357號2樓,(02)26272357/0966179130,北市教終字第1133016160號,2024-09-06
20202409020001,臺北市私立博學堂文理技藝短期補習班,信義區虎林街164巷12號1樓,0919-503-223,北市教終字第1133015721號,2024-09-02
20202408270001,翱翔學苑顧問有限公司附設私立翱翔學苑文理技藝短期補習班,大同區長安西路106號3樓之3,(02)27293665,北市教終字第1133014536號,2024-08-27
20202408230002,臺北市私立恩迪文理技藝短期補習班光復分班,松山區光復北路216號1樓,(02)27180079,北市教終字第1133014457號,2024-08-23
20202408230001,國際數感教育股份有限公司附設私立美數文理技藝短期補習班,大安區新生南路2段8之1號1樓,(02)23587521,北市教終字第1133014036號,2024-08-23
20202408190001,臺北市私立小天心米米文理技藝短期補習班,大安區羅斯福路3段273號2樓,(02)23630063,北市教終字第1133013801號,2024-08-19
20202408160001,臺北市私立動勵學技藝文理短期補習班,士林區中山北路6段350號2樓,(02)2835-5262,北市教終字第1133015030號,2024-08-16
20202408150001,臺北市私立璽典美學文理技藝短期補習班,內湖區石潭路65號1樓,0912490361,北市教終字第1133013900號,2024-08-15
20202408150002,網安智慧科技股份有限公司附設私立網安智慧科技電腦技藝短期補習班,中山區天祥路59號2樓,(02)25856900,北市教終字第1133014198號,2024-08-15
