代號,補習班,班址,電話,立案文號,立案日期
36202408190002,新竹縣私立知識家文理短期補習班,竹北市勝利十一路17號1樓至4樓,03-6685389,"府教授終字第1139551583 號",2024-08-16
36202408190001,新竹縣私立學吧文理技藝短期補習班,芎林鄉文山路439號1-2樓,03-5925968,府授教終字第1139551582號,2024-08-16
36202407170001,新竹縣私立竹中橋文理技藝短期補習班,竹北市竹北市文孝街23號3-4樓,0920920360,府授教終字第1139551352號,2024-07-15
36202407100001,新竹縣私立千心文理短期補習班,竹北市台科路3號1樓,(03)5588219,府授教終字第1139551240號,2024-07-10
36202406040001,新竹縣私立學儷文理短期補習班,湖口鄉吉祥街82巷7號1樓及夾層,03-5981187,府授教終字第1139550965號,2024-06-03
36202405160001,新竹縣私立超勝美語文理短期補習班,竹北市莊敬七街130號1樓,(03)6681312,府授教終字第1139550746號,2024-05-13
36202404180001,新竹縣私立知芽文理短期補習班,竹北市成功九街40號1-4樓,(03)6589987,府授教終字第1139550599號,2024-04-17
36202404150001,新竹縣私立育承文理短期補習班,湖口鄉明德街85號1樓、87號1樓,(03)5905047,府授教終字第1139550586號,2024-04-15
36202403180001,新竹縣私立巨碁文理短期補習班,竹北市文興路333號4樓、335號4樓,(03)6579881,府授教終字第1139550430號,2024-03-15
36202403020001,新竹縣私立收放文理短期補習班,竹東鎮中央路91號1-2樓,(03)6213566,府授教終字第1139550362號,2024-03-04
36202402230001,新竹縣私立沐恩文理短期補習班,竹北市文采街147號1-4樓,(03)5586173,府授教終字第1139550297號,2024-02-23
36202402070001,新竹縣私立聿宸文理短期補習班,湖口鄉新湖路163號1樓,0905183475,府授教終字第1139550169號,2024-02-07
36202311280002,艾學爾國際有限公司附設新竹縣私立艾學爾文理短期補習班嘉豐分班,竹北市嘉豐二街一段131巷39號1-4樓,(03)6681495,府授教終字第1139550158號,2024-01-24
36202401180001,新竹縣私立越智文理短期補習班,竹北市復興三路一段89號1樓,0960797509,府授教終字第1121201745號,2024-01-18
36202401190001,新竹縣私立豆豆老師才藝短期補習班,新竹縣新豐鄉明新一街165號1樓,0919937879,府授教終字第1139550127號,2024-01-18
36202312150001,新竹縣私立孔夫子文理技藝短期補習班,竹東鎮興農街73號1-4樓,(03)5943668,府授教終字第1129552480號,2023-12-04
36202311280003,新竹縣私立駿成文理短期補習班,竹北市光明九路38-3號1、2樓,0978667520,府授教終字第1121201550號,2023-11-27
36202311280001,新竹縣私立威士登文理短期補習班,竹北市勝利十一路167號1-4樓,(03)6572686,府授教終字第1121201496號,2023-11-23
36202311210001,新竹縣私立學而思文理短期補習班,竹北市福興路663號1~2樓,(03)5582526,府授教終字第112952328號,2023-11-20
36202311180001,新竹縣私立立恩文理技藝短期補習班,竹北市光明六路東一段243號3樓,(03)6211099*803,府授教終字第1129552301號,2023-11-15
36202310240001,新竹縣私立佐助文理短期補習班,竹北市文化街147號1樓,0982131762,府授教終第1121201369號,2023-10-24
36202310060001,極上教育諮詢股份有限公司附設新竹縣私立極上塾勝利文理短期補習班,竹北市莊敬三路250號1-2樓,(03)6583320,府授教終字第1129551860號,2023-10-02
36202309210001,新竹縣私立自然璽英語文理短期補習班,竹北市六家五路二段232號1-2樓,(03)6670361,府授教終字第1121201128號,2023-09-21
36202309180001,野兔共學有限公司附設新竹縣私立野兔共學文理才藝短期補習班,竹北市田厝街29號,0953211182,府授教終字第1129551790號,2023-09-20
36202309190001,新竹縣私立蔡思文理短期補習班,竹北市光明九路179號1-2樓,(03)5586179,府授教終字第1121201123號,2023-09-20
36202311070001,新竹縣私立岑翊文理短期補習班,竹北市福興東路二段348號,(03)5500885,府授教終字第1129551787號,2023-09-20
36202309230002,新竹縣私立學思塾文理短期補習班,竹北市高鐵九路52號3樓,0966336972,府授教終字第1129551789號,2023-09-20
36202309110001,新竹縣私立椰林文理技藝短期補習班,竹北市嘉豐一街142號2樓,(03)5506220,府授教終字第1129551614號,2023-09-07
36202309040001,新竹縣私立妮可菁英文理短期補習班,竹北市莊敬三路170號1-4樓,(03)5506140,府授教終字第1129551587號,2023-08-29
36202308180002,舞藝學文創有限公司附設新竹縣私立舞藝學技藝短期補習班高鐵分班,"竹北市復興三路二段6號 1樓",(03)6580562,府授教終字第1129551494號,2023-08-14
36202308180001,新竹縣私立慕尼克音樂技藝短期補習班,"新竹縣竹北市高鐵五路126號1- 2樓",(03)6570987,府授教終字第1129551495號,2023-08-14
36202308150001,新竹縣私立金名德晉文理短期補習班,新竹縣竹北市文孝街23號2樓,(03)6572508,府授教終字第1129551409號,2023-08-04
36202307270002,新竹縣私立勝力文理短期補習班,竹北市莊敬北路90號1-2樓,(03)6688940,府授教終字第1129551363號,2023-07-27
36202307270001,新竹縣私立瑞瑞數學短期補習班,竹北市勝利十三街85號1樓及夾層,(03)6682772,府授教終字第1129551309號,2023-07-24
36202307170001,新竹縣私立幸興英文文理短期補習班,竹北市勝利十二街310號1樓,0909-710615,府授教終字第1129551252號,2023-07-14
36202307130002,新竹縣私立翰師教育學院文理短期補習班,竹北市莊敬北路290號1-2樓,(03)5500522,府授教終字第1129551165號,2023-07-10
36202307130001,新竹縣私立學富文理短期補習班,竹北市興學街10號1樓及夾層,(03)6682772,府授教終字第1129551202號,2023-07-10
36202306300002,新竹縣私立薪傳巨人文理短期補習班,新竹縣湖口鄉中山路一段588號1-2樓,(03)5906111,府授教終字第1121200725號,2023-06-30
36202306300003,新竹縣私立華聖頓文理短期補習班勝利分班,竹北市勝利八街一段177、179、181號1-2樓,(03)6577256,府授教終字第1129551161號,2023-06-30
36202306260001,維穎文化有限公司附設新竹縣私立維穎美語文理技藝短期補習班,竹北市褔興東路二段249、253、255號1-2樓,(03)5505616,府授教終字第1129551018號,2023-06-13
36202306300001,新竹縣私立唯學館文理短期補習班,竹北市仁義路197號1-2樓,(03)5553335,府授教終字第1129551019號,2023-06-13
36202305310001,新竹縣私立EZ英語學園文理短期補習班,竹北市嘉豐十一路二段67號3樓,(03)6673406,府授教終字第1129550918號,2023-05-31
36202305290001,新竹縣私立彼樂橋文理短期補習班,竹北市嘉豐十一路一段15號1-3樓,(03)6683679,府授教終字第1129550928號,2023-05-29
36202305260001,新竹縣私立立志文理短期補習班,竹北市勝利五路66號二樓,0975864427,府授教終字第1129550841號,2023-05-26
36202305260002,新竹縣私立沐垶音樂才藝文理短期補習班,竹北市文義街65號4樓,(03)6570295,府授教終字第1129550925號,2023-05-26
36202305080001,新竹縣私立金欣文理短期補習班,竹北市文興路一段269號1樓,(03)-5503066,府授教終字第1129550769號,2023-05-05
36202305080002,新竹縣私立築峰文教文理短期補習班,竹北市莊敬北路272號2樓之1,(03)6579773,府授教終字第1129550654號,2023-05-02
36202305080003,新竹縣私立愛兒堡文理短期補習班,竹東鎮東寧路二段178之一號,(03)5961231,府授教終字第1129550696號,2023-05-02
36202303310001,新竹縣私立高登文理技藝短期補習班,新豐鄉重興村新庄路285號1-4樓,03-5596539,府授教終字第1129550541號,2023-03-31
36202303310002,新竹縣私立新育英文理短期補習班,竹北市嘉豐十一路二段59號3樓,(03)6673988,府授教終字第1129550542號,2023-03-31
36202303240001,新竹縣私立嘉韻瑜珈才藝工作室短期補習班,竹北市六家五路二段39號,0939961762,府授教終字第1129550303號,2023-03-24
36202303020002,新竹縣私立蘋果樹教育文理短期補習班嘉豐分班,竹北市嘉豐六路一段17、19號1-2樓,(03)5500466,府授教終字第1129550368號,2023-03-01
36202303020001,新竹縣私立英格蘭劍橋文理短期補習班,竹北市莊敬三路41、43號1樓,(03)5506893,府授教終字第1129550301號,2023-02-22
36202302090001,新竹縣私立上心學文理短期補習班,新豐鄉博學街33號1-2樓,(03)5599698、0919-726699,府授教終字第1129550174號,2023-02-04
36202301190001,新竹縣私立霍德華知文理短期補習班,竹北市莊敬北路288號3樓,(03)6586363,府授教終字第1129550082號,2023-01-17
36202212290003,新竹縣私立瑯拓藝文空間才藝短期補習班,竹北市勝利九街108號2樓之1,0979179198,府授教終字第1119552001號,2022-12-29
36202212290004,新竹縣私立采詩集國文寫作學苑文理短期補習班興隆分班,竹北市興學街6號1樓及夾層,(03)5507027,府授教終字第1139550154號,2022-12-27
36202212290002,新竹縣私立雙人舞蹈才藝短期補習班,竹北市嘉豐十路7巷11號1-2樓,0915-923977,府授教終字第1119552002號,2022-12-26
36202212290001,新竹縣私立米羅文理短期補習班,竹北市成功十街130-132號1樓,(03)6589977,府授教終字第1119551947號,2022-12-26
36202211300001,新竹縣私立匯智美語文理短期補習班,竹北市六家三街26號1-3樓,(03)6675291,府授教終字第1119551763號,2022-11-28
36202211110003,新竹縣私立智勝利文理短期補習班,竹北市十興路一段233號1樓及夾層,(03)6681731,府授教終字第1119551632號,2022-11-11
36202211110004,新竹縣私立立雪文理技藝短期補習班,竹北市莊敬五街59號1-2樓,03-6213560,府授教終字第1119551666號,2022-11-10
36202211140001,新竹縣私立環流創作文理短期補習班,竹北市勝利十二街310號2樓,(03),府授教終字第1119551631號,2022-11-10
36202211110001,新竹縣私立沃爾莀文理短期補習班,竹北市復興五街31號2樓之1,(03)5506680,府授教終字第1119551567號,2022-11-07
36202211110002,新竹縣私立呂老師文理短期補習班,竹北市環北路一段71巷16號1樓,0905-773-020,府授教終字第1119551610號,2022-11-07
36202209070001,新竹縣私立小豆苗藝術技藝短期補習班,竹北市勝利十三街81號1樓及夾層,0936-899-702,府授教終字第1119550913號,2022-09-06
36202209020001,新竹縣私立英倫文理短期補習班,竹北市隘口二路63號1-3樓,(03)6585368,府授教終字第1119550867號,2022-08-29
36202207220001,新竹縣私立理想藝室技藝短期補習班,竹北市華興二街一巷3號1-2樓,0939-890-809,府授教終字第1119550677號,2022-07-19
36202209290001,新竹縣私立碩博文理短期補習班,"湖口鄉達生九街26號1-2樓,28號1-2樓",(03)5907515,府授教終字第1119550606號,2022-07-06
36202207140001,新竹縣私立岱岢文理短期補習班,竹北市勝利五路103號1-4樓,(03)6588356,府授教終字第1119550604號,2022-07-06
36202207140002,翻轉文化有限公司附設新竹縣私立呵呵美語文理短期補習班,竹北市復興三路一段52號1-2樓,0912-781-821,府授教終字第1119550519號,2022-06-22
36202206160002,新竹縣私立絜廸畫室才藝短期補習班,竹北市光明六路31號3樓,(03),府授教終字第1119550467號,2022-06-15
36202206110002,新竹縣私立菁采文理短期補習班,"竹北市六家五路二段168號 1樓",(03)5504002,府授教終字第1119550397號,2022-06-02
36202206110001,新竹縣私立樂惟文理短期補習班,新豐鄉學府街19號1-3樓,(03)5572086,府授教終字第1119550398號,2022-06-02
36202206140002,新竹縣私立定沛文理技藝短期補習班,"竹北市十興路一段472號 1樓、夾層1樓",(03)5505639,府授教終字第1119550361號,2022-05-24
36202205040001,新竹縣私立育安文理短期補習班,竹北市十興路一段642號、646號1至4樓,(03)6683291,府授教終字第1119550246號,2022-04-28
36202205030001,新竹縣私立濰震文理短期補習班,竹北市嘉豐六路一段33號1、2樓,(03)6683610,府授教終字第1119550245號,2022-04-28
36202205040002,新竹縣私立博宸文理技藝短期補習班,竹東鎮杞林路57巷2號2-4樓,(03),府授教終字第1119550244號,2022-04-28
36202206140001,新竹縣私立良木文理短期補習班,竹北市嘉豐六路一段10號1樓、1樓夾層及2樓,(03)5505264,府授教終字第1119550147號,2022-04-13
36202203250001,新竹縣私立蓉慧文理短期補習班,湖口鄉中正二路18號2樓,(03)5904791,府授教終字第1119550016號,2022-03-18
36202201280002,新竹縣私立皇墨藝技藝短期補習班,竹北市隘口六街12號2-4樓,(03)6682713,府教社字第1113710619號,2022-01-26
36202201280001,新竹縣私立家豐文理技藝短期補習班,竹北市嘉豐六路一段76號1-4樓,(03)5508011,府教社字第1113710564號,2022-01-24
36202201190001,新竹縣私立愛丁堡文理才藝短期補習班忠孝分班,新豐鄉忠孝村4鄰忠一街247號3樓,(03)5590178,府教社字第1113710108號,2022-01-14
36202201190002,鈦登智慧科技有限公司附設新竹縣私立鈦登技藝短期補習班,竹北市復興三路一段161號4樓,(03)6577333,府教社字第1103722192號,2022-01-11
36202201040001,新竹縣私立豐朗文理技藝短期補習班,新豐鄉康泰路52號1-3樓,(03)5577936,府教社字第1103721831號,2021-12-29
36202112220001,新竹縣私立禾言文理技藝短期補習班,竹北市光明六路東二段120號1-2樓,(03)6681418,府教社字第1103721248號,2021-12-16
36202111240001,蘋果芽數位科技股份有限公司附設新竹縣私立橘子蘋果電腦文理短期補習班,竹北市勝利12街310號3-4樓,(02)77098229,府教社字第1103720468號,2021-11-22
36202201060001,百世教育科技股份有限公司附設新竹縣私立百世技藝文理短期補習班東興分班,竹北市六家五路二段176號1-2樓,(03)6585584,府教社字第1103720309號,2021-11-15
36202111230001,新竹縣私立藝果美語短期補習班新社分班,竹北市國盛街357號1樓,(03)5532951,府教社字第1103720315號,2021-11-15
36202111090001,弋果文化事業股份有限公司附設新竹縣私立益果文理短期補習班,竹北市十興路一段628號2樓-6樓,(03)6685332,府教社字第1103719545號,2021-11-05
36202110190001,新竹縣私立竹仁棋院技藝短期補習班,竹北市文化街87號1樓,(03)5528076,府教社字第1103718997號,2021-10-15
36202109300002,新竹縣私立郭義科學教育文理短期補習班,竹北市六家五路二段178號1-2樓,(03)6672150,府教社字第1103718482號,2021-09-29
36202109300001,新竹縣私立金碩文理短期補習班,竹北市成功八路96號1樓,(03)5507711,府教社字第1103718463號,2021-09-29
36202109290001,新竹縣私立南瓜田外語文理短期補習班,竹北市莊敬六街230號1樓,03-5507005,府教社字第1103718495號,2021-09-28
36202109230001,新竹縣私立臥虎藏熊文理短期補習班,湖口鄉達生八街265號1樓,(03)5901646,府教社字第1103717792號,2021-09-14
36202109230002,新竹縣私立文曜文理短期補習班,竹北市十興五街78號地上1層及夾層,0933-693-103,府教社字第1103717791號,2021-09-14
36202109230003,新竹縣私立文言文文理短期補習班,竹北市成功十一街47號1-4樓,(03)6685587,府教社字第1103717953號,2021-09-14
36202108090001,新竹縣私立聚人畫室技藝短期補習班,竹北市嘉豐三街75號1樓,(03)5500191,府教社字第1103716378號,2021-08-06
36202107220001,新竹縣私立森學院文理技藝短期補習班,竹北市勝利15街266、268號,0971703628,府教社字第1103715967號,2021-07-23
36202107090001,新竹縣私立源興文理短期補習班,芎林鄉光明路61號1樓,(03)6671019,府教社字第1103715461號,2021-07-07
36202107090002,維宥文化有限公司附設新竹縣私立維宥文理技藝短期補習班,竹北市嘉豐六路一段6號1-2樓,(03)6683962,府教社字第1103715450號,2021-07-07
36202107050001,勁藺文教事業有限公司附設新竹縣私立勁藺文理短期補習班,竹北市光明九路201號1-3樓,(03)5515553,府教社字第1103715355號,2021-07-01
36202107020001,新竹縣私立夏可文理短期補習班,竹北市十興路一段399號1樓,0983012998,府教社字第1103715356號,2021-07-01
36202105260001,新竹縣私立安䕟文理美語短期補習班,竹北市勝利十三街79號1樓,03-6580278,府教社字第1103714167號,2021-05-21
36202105180001,新竹縣私立種籽文理短期補習班,新豐鄉新豐鄉福德街48、50號1樓,(03)5571286,府教社字第1103713906號,2021-05-17
36202105120001,新竹縣私立築鑫教育文理短期補習班,竹北市福興東路一段148號1-2樓,0908500862,府教社字第1103713515號,2021-05-07
36202104220001,新竹縣私立育澤文理短期補習班,竹北市嘉豐五路一段176號1-2樓,(03)6683291,府教社字第1103713097號,2021-04-19
36202104010001,新竹縣私立晟峰文教文理短期補習班,竹北市莊敬北路222號1-2樓,(03)6580378,府教社字第1103712237號,2021-03-31
36202103190001,北美國際文教股份有限公司附設新竹縣私立北美語文文理短期補習班,新竹縣竹北市縣政十一街71號1-2樓,(03)5588080,府教社字第1103711634號,2021-03-08
36202103020001,新竹縣私立方舟文理短期補習班,竹北市新國街110號1-2樓,(03)6563899,府教社字第1103711277號,2021-02-23
36202102080003,新竹縣私立茉立斯文理短期補習班,竹東鎮興農街133號1-2樓,(03)5104189,府教社字第1103710722號,2021-02-02
36202102080002,新竹縣私立育成文理短期補習班,橫山鄉新興村巨群街7巷3號1樓,(03)5935909,府教社字第1103710726號,2021-02-02
36202101140001,新竹縣私立葉子畫室才藝短期補習班,竹北市文化街60號1-2樓,0975931680,府教社字第1093721794號,2021-01-08
36202012080001,新竹縣私立孩子王感統韻律舞蹈技藝短期補習班,新竹縣竹北市勝利11路65號3樓,(03)6688507,府教社字第1093720414號,2020-12-01
36202011240001,新竹縣私立聰明的蘋果文理短期補習班,竹北市成功八路237號1-2樓,(03)6676729,府教社字第1093720168號,2020-11-20
36202009290001,新竹縣私立宏潤文理短期補習班,湖口鄉民族街175號1-3樓,(03)6993077,府教社字第1093717996號,2020-09-28
